Age,Gender,Weight,Height,BMI,Goal,Calories Burned,Workout Time (min),Workout Recommendation
29,Male,53.7,174.4,17.7,Gain Weight,6.95,38,Hammer Curls
56,Male,54.5,184.2,16.1,Gain Weight,8.17,47,Pull-ups
59,Other,50.9,169.2,17.8,Gain Weight,21.88,201,Overhead Press
24,Male,61.8,187.3,17.6,Gain Weight,30.16,210,Dumbbell Rows
28,Other,47.3,172.7,15.9,Gain Weight,16.36,147,Deadlifts
29,Female,53.5,171.3,18.2,Gain Weight,5.57,37,Tricep Extensions
25,Male,63.0,188.3,17.8,Gain Weight,2.34,1,Squats
38,Male,62.0,185.5,18.0,Gain Weight,31.24,218,Tricep Extensions
45,Other,47.5,166.0,17.2,Gain Weight,10.96,93,Bent-Over Rows
35,Male,52.8,187.8,15.0,Gain Weight,6.78,37,Shrugs
37,Male,58.2,189.7,16.2,Gain Weight,22.97,157,Hammer Curls
25,Other,48.3,168.9,16.9,Gain Weight,15.69,140,Pull-ups
43,Male,59.5,187.5,16.9,Gain Weight,31.02,217,Pull-ups
28,Male,47.9,168.2,16.9,Gain Weight,6.74,38,Hammer Curls
37,Other,51.5,167.2,18.4,Gain Weight,2.9,11,Shrugs
26,Male,46.4,186.8,13.3,Gain Weight,11.89,77,Dips
32,Male,52.6,179.2,16.4,Gain Weight,1.84,0,Squats
19,Female,45.5,173.4,15.1,Gain Weight,1.89,3,Pull-ups
51,Other,48.7,175.0,15.9,Gain Weight,5.3,36,Chest Flyes
35,Male,52.2,187.9,14.8,Gain Weight,7.16,40,Overhead Press
41,Male,48.1,174.8,15.7,Gain Weight,9.02,55,Hammer Curls
21,Male,59.0,187.9,16.7,Gain Weight,23.26,159,Tricep Extensions
24,Male,57.3,177.5,18.2,Gain Weight,3.47,11,Shrugs
30,Male,63.6,185.5,18.5,Gain Weight,20.49,137,Pull-ups
49,Male,63.2,187.2,18.0,Gain Weight,33.01,231,Bent-Over Rows
51,Female,53.5,174.6,17.6,Gain Weight,12.77,109,Hammer Curls
35,Male,46.8,189.5,13.0,Gain Weight,28.17,199,Bent-Over Rows
55,Male,47.4,162.8,17.9,Gain Weight,12.73,83,Shrugs
40,Male,58.3,181.9,17.6,Gain Weight,16.84,111,Lateral Raises
49,Male,45.5,164.5,16.8,Gain Weight,18.12,124,Hammer Curls
34,Other,45.3,170.9,15.5,Gain Weight,15.78,142,Pull-ups
31,Male,51.2,184.9,15.0,Gain Weight,9.92,61,Bicep Curls
52,Male,64.1,187.9,18.2,Gain Weight,22.24,150,Deadlifts
19,Male,57.0,181.3,17.3,Gain Weight,26.26,182,Chest Flyes
25,Male,64.5,189.6,17.9,Gain Weight,4.12,14,Pull-ups
28,Male,57.5,184.5,16.9,Gain Weight,2.54,4,Bicep Curls
28,Male,47.3,184.6,13.9,Gain Weight,24.59,172,Push-ups
18,Male,49.4,174.2,16.3,Gain Weight,16.13,108,Lateral Raises
29,Male,45.3,176.1,14.6,Gain Weight,16.92,115,Dumbbell Rows
52,Female,45.8,167.6,16.3,Gain Weight,15.2,136,Dips
52,Male,46.2,184.5,13.6,Gain Weight,20.55,142,Pull-ups
39,Female,48.1,169.6,16.7,Gain Weight,16.88,152,Hammer Curls
50,Male,45.6,185.2,13.3,Gain Weight,2.66,8,Dumbbell Rows
26,Other,45.9,162.5,17.4,Gain Weight,4.51,29,Lateral Raises
44,Male,58.6,182.5,17.6,Gain Weight,16.85,111,Hammer Curls
53,Male,63.4,187.8,18.0,Gain Weight,19.15,127,Tricep Extensions
30,Female,45.7,157.3,18.5,Gain Weight,4.5,29,Dumbbell Rows
56,Female,49.6,172.7,16.6,Gain Weight,7.94,62,Deadlifts
19,Male,46.9,167.3,16.8,Gain Weight,2.71,8,Bicep Curls
22,Other,46.7,163.6,17.4,Gain Weight,23.13,215,Shrugs
34,Male,50.6,173.8,16.7,Gain Weight,23.5,163,Bench Press
27,Female,48.3,173.8,16.0,Gain Weight,3.09,14,Chest Flyes
18,Male,56.4,180.0,17.4,Gain Weight,24.11,166,Lateral Raises
19,Male,46.7,175.8,15.1,Gain Weight,9.63,60,Overhead Press
33,Male,46.3,187.4,13.2,Gain Weight,4.82,24,Bench Press
56,Male,65.2,189.7,18.1,Gain Weight,4.82,19,Deadlifts
24,Male,58.2,185.0,17.0,Gain Weight,15.64,102,Lateral Raises
48,Male,59.3,181.4,18.0,Gain Weight,26.34,182,Overhead Press
45,Male,62.3,186.6,17.9,Gain Weight,7.51,40,Shrugs
28,Other,50.8,172.2,17.1,Gain Weight,22.58,208,Hammer Curls
56,Male,61.8,183.3,18.4,Gain Weight,3.23,8,Dumbbell Rows
56,Male,59.2,182.0,17.9,Gain Weight,8.87,51,Lateral Raises
28,Female,45.7,161.7,17.5,Gain Weight,21.3,197,Push-ups
50,Female,50.5,165.5,18.4,Gain Weight,24.27,225,Dumbbell Rows
38,Male,57.3,182.5,17.2,Gain Weight,14.27,92,Shrugs
54,Male,59.6,179.8,18.4,Gain Weight,4.88,21,Dumbbell Rows
28,Male,60.8,185.0,17.8,Gain Weight,18.93,126,Overhead Press
45,Male,56.7,181.6,17.2,Gain Weight,6.39,33,Overhead Press
23,Other,52.6,170.9,18.0,Gain Weight,6.04,42,Dips
39,Female,48.6,162.7,18.4,Gain Weight,11.0,93,Push-ups
34,Male,63.7,185.7,18.5,Gain Weight,34.23,240,Deadlifts
56,Male,48.0,171.7,16.3,Gain Weight,11.01,70,Squats
46,Male,58.9,184.2,17.3,Gain Weight,22.33,152,Dumbbell Rows
36,Male,54.1,188.7,15.2,Gain Weight,32.69,231,Push-ups
56,Male,57.0,178.2,18.0,Gain Weight,10.4,63,Bent-Over Rows
21,Male,56.6,186.4,16.3,Gain Weight,25.98,180,Dumbbell Rows
29,Male,56.7,187.4,16.2,Gain Weight,28.52,199,Bench Press
29,Male,58.5,182.2,17.6,Gain Weight,24.18,166,Shrugs
40,Male,59.2,179.6,18.3,Gain Weight,17.94,119,Bent-Over Rows
25,Male,47.7,163.3,17.9,Gain Weight,11.54,74,Overhead Press
53,Male,49.4,165.9,18.0,Gain Weight,28.4,200,Deadlifts
32,Male,49.5,182.5,14.9,Gain Weight,28.8,203,Dips
50,Male,51.7,184.7,15.2,Gain Weight,12.08,77,Dips
45,Other,45.3,159.8,17.8,Gain Weight,20.09,185,Pull-ups
20,Male,52.3,174.8,17.1,Gain Weight,13.03,84,Push-ups
23,Male,49.2,164.2,18.3,Gain Weight,19.86,136,Deadlifts
27,Male,47.7,181.9,14.4,Gain Weight,10.47,66,Pull-ups
24,Female,45.8,170.7,15.7,Gain Weight,6.0,44,Push-ups
49,Male,57.8,177.0,18.5,Gain Weight,10.69,65,Lateral Raises
47,Male,45.1,177.5,14.3,Gain Weight,23.05,161,Bench Press
39,Male,61.4,184.4,18.0,Gain Weight,18.95,126,Bench Press
40,Other,49.1,173.1,16.4,Gain Weight,7.82,61,Lateral Raises
43,Male,62.0,189.7,17.2,Gain Weight,11.77,72,Dips
24,Male,50.1,165.9,18.2,Gain Weight,17.22,116,Tricep Extensions
56,Female,49.7,164.1,18.4,Gain Weight,8.84,71,Overhead Press
28,Male,57.6,184.8,16.9,Gain Weight,23.48,161,Hammer Curls
32,Male,48.9,185.1,14.3,Gain Weight,29.45,208,Bicep Curls
53,Male,59.6,187.3,17.0,Gain Weight,29.95,209,Push-ups
28,Male,47.2,187.7,13.4,Gain Weight,22.45,156,Chest Flyes
47,Male,56.6,181.1,17.3,Gain Weight,19.98,135,Dumbbell Rows
59,Male,57.5,180.3,17.7,Gain Weight,7.21,39,Squats
36,Male,61.3,185.0,17.9,Gain Weight,10.41,62,Chest Flyes
22,Male,58.0,183.7,17.2,Gain Weight,14.3,92,Shrugs
27,Male,45.8,163.4,17.2,Gain Weight,26.27,185,Dips
53,Female,45.8,167.3,16.4,Gain Weight,12.4,108,Dips
55,Male,60.7,181.8,18.4,Gain Weight,18.92,126,Dumbbell Rows
23,Other,53.5,172.2,18.0,Gain Weight,18.87,170,Overhead Press
60,Female,50.2,166.2,18.2,Gain Weight,15.76,140,Bicep Curls
48,Male,62.3,184.6,18.3,Gain Weight,29.38,204,Squats
23,Male,47.1,162.0,18.0,Gain Weight,3.78,16,Bent-Over Rows
17,Female,47.5,163.8,17.7,Gain Weight,1.96,3,Dumbbell Rows
21,Other,45.5,174.3,15.0,Gain Weight,13.09,115,Bicep Curls
51,Other,46.6,161.4,17.9,Gain Weight,22.23,206,Bent-Over Rows
35,Male,51.5,177.2,16.4,Gain Weight,8.87,53,Bench Press
21,Male,50.4,183.8,14.9,Gain Weight,11.9,76,Dips
48,Male,56.6,189.0,15.8,Gain Weight,14.51,94,Lateral Raises
40,Male,47.5,162.4,18.0,Gain Weight,5.13,26,Dips
23,Other,49.5,172.5,16.6,Gain Weight,25.03,233,Bicep Curls
32,Other,50.4,172.5,16.9,Gain Weight,15.26,135,Dips
28,Male,54.8,184.8,16.0,Gain Weight,6.98,38,Bicep Curls
60,Male,54.7,180.0,16.9,Gain Weight,33.11,234,Bent-Over Rows
59,Male,47.2,173.7,15.6,Gain Weight,7.65,45,Shrugs
43,Male,56.2,187.8,16.0,Gain Weight,17.97,120,Deadlifts
25,Male,47.4,183.2,14.1,Gain Weight,7.26,42,Lateral Raises
29,Male,49.5,168.0,17.6,Gain Weight,18.4,125,Pull-ups
18,Male,61.8,189.9,17.1,Gain Weight,2.56,3,Lateral Raises
23,Male,48.9,172.0,16.5,Gain Weight,31.84,226,Shrugs
44,Male,60.1,189.0,16.8,Gain Weight,6.1,30,Pull-ups
54,Female,47.4,162.6,17.9,Gain Weight,23.06,214,Dips
42,Male,64.6,189.2,18.0,Gain Weight,30.26,210,Push-ups
47,Male,57.8,178.5,18.1,Gain Weight,10.56,64,Tricep Extensions
59,Female,45.4,173.3,15.1,Gain Weight,22.79,212,Bent-Over Rows
49,Male,61.0,185.3,17.8,Gain Weight,8.4,47,Dumbbell Rows
35,Male,52.5,171.7,17.8,Gain Weight,19.3,131,Pull-ups
60,Male,51.0,170.9,17.5,Gain Weight,16.72,112,Chest Flyes
41,Other,47.0,175.0,15.3,Gain Weight,21.84,202,Bent-Over Rows
18,Male,62.9,188.4,17.7,Gain Weight,12.07,74,Chest Flyes
34,Male,56.8,183.0,17.0,Gain Weight,23.46,161,Dumbbell Rows
59,Other,48.2,174.4,15.9,Gain Weight,22.49,208,Squats
42,Male,62.4,188.7,17.5,Gain Weight,23.52,160,Pull-ups
23,Other,50.1,174.8,16.4,Gain Weight,2.25,5,Bench Press
53,Male,61.1,186.2,17.6,Gain Weight,16.54,108,Push-ups
35,Male,62.2,188.8,17.5,Gain Weight,19.24,128,Overhead Press
46,Female,51.4,168.2,18.2,Gain Weight,19.9,181,Dips
18,Female,50.7,170.0,17.5,Gain Weight,22.47,207,Pull-ups
52,Male,47.8,161.6,18.3,Gain Weight,27.27,192,Squats
23,Other,46.1,173.2,15.4,Gain Weight,20.01,184,Overhead Press
42,Male,45.7,186.8,13.1,Gain Weight,33.06,236,Lateral Raises
25,Male,54.8,181.0,16.7,Gain Weight,24.32,168,Pull-ups
44,Female,46.2,166.3,16.7,Gain Weight,8.82,72,Push-ups
37,Female,49.4,167.5,17.6,Gain Weight,14.73,130,Pull-ups
50,Male,48.7,172.7,16.3,Gain Weight,24.64,172,Tricep Extensions
54,Male,57.4,181.8,17.4,Gain Weight,24.81,171,Shrugs
22,Female,51.6,168.2,18.2,Gain Weight,20.5,187,Pull-ups
39,Male,60.9,187.1,17.4,Gain Weight,15.6,101,Dumbbell Rows
21,Male,50.1,166.6,18.0,Gain Weight,17.49,118,Bicep Curls
21,Female,47.7,164.5,17.6,Gain Weight,5.27,36,Bicep Curls
33,Male,51.9,180.6,15.9,Gain Weight,6.22,33,Bent-Over Rows
32,Male,56.9,175.8,18.4,Gain Weight,2.79,6,Dips
52,Other,46.4,161.2,17.8,Gain Weight,3.82,22,Pull-ups
58,Male,59.9,182.1,18.1,Gain Weight,25.83,178,Bicep Curls
44,Female,49.1,171.1,16.8,Gain Weight,7.02,53,Squats
57,Other,51.8,167.4,18.5,Gain Weight,15.51,137,Chest Flyes
60,Male,46.3,171.8,15.7,Gain Weight,28.69,203,Deadlifts
57,Male,58.4,182.1,17.6,Gain Weight,13.11,83,Dips
23,Male,58.1,189.0,16.3,Gain Weight,6.97,37,Deadlifts
21,Male,50.5,166.9,18.1,Gain Weight,13.23,86,Bench Press
49,Male,48.7,176.9,15.6,Gain Weight,22.5,156,Push-ups
50,Male,54.0,181.3,16.4,Gain Weight,25.62,178,Dips
43,Male,54.1,177.3,17.2,Gain Weight,22.03,151,Hammer Curls
25,Male,49.7,176.2,16.0,Gain Weight,16.94,114,Bent-Over Rows
36,Male,52.8,177.3,16.8,Gain Weight,31.58,223,Push-ups
51,Male,51.7,172.2,17.4,Gain Weight,2.21,3,Chest Flyes
57,Male,56.1,181.6,17.0,Gain Weight,23.03,158,Bicep Curls
29,Male,57.8,179.6,17.9,Gain Weight,12.16,76,Overhead Press
56,Male,59.7,182.3,18.0,Gain Weight,24.36,167,Deadlifts
28,Male,64.9,187.6,18.4,Gain Weight,16.8,109,Squats
54,Male,54.4,181.8,16.5,Gain Weight,18.44,124,Chest Flyes
43,Male,50.4,187.0,14.4,Gain Weight,14.43,95,Overhead Press
44,Other,50.2,171.8,17.0,Gain Weight,6.16,44,Dips
20,Male,58.4,183.3,17.4,Gain Weight,8.98,52,Squats
54,Male,61.3,184.0,18.1,Gain Weight,25.08,172,Lateral Raises
34,Male,60.4,187.9,17.1,Gain Weight,14.65,94,Pull-ups
25,Female,48.8,174.2,16.1,Gain Weight,11.91,102,Shrugs
23,Female,54.0,175.0,17.6,Gain Weight,8.89,70,Shrugs
45,Male,58.5,179.7,18.1,Gain Weight,21.78,148,Hammer Curls
32,Female,50.7,174.7,16.6,Gain Weight,10.58,88,Shrugs
20,Male,56.9,185.6,16.5,Gain Weight,32.92,232,Tricep Extensions
32,Male,48.1,177.2,15.3,Gain Weight,22.88,159,Bent-Over Rows
51,Other,46.6,162.2,17.7,Gain Weight,15.63,140,Deadlifts
35,Male,47.9,170.0,16.6,Gain Weight,6.61,37,Dips
22,Male,59.1,187.3,16.8,Gain Weight,31.93,224,Tricep Extensions
26,Male,58.3,179.6,18.1,Gain Weight,21.11,143,Squats
53,Female,47.4,168.2,16.8,Gain Weight,13.06,114,Bicep Curls
41,Male,59.9,181.0,18.3,Gain Weight,6.36,32,Deadlifts
23,Other,45.8,167.2,16.4,Gain Weight,18.8,172,Deadlifts
47,Male,57.9,186.8,16.6,Gain Weight,6.16,31,Bent-Over Rows
45,Male,64.8,188.3,18.3,Gain Weight,22.8,154,Bent-Over Rows
51,Other,46.3,162.1,17.6,Gain Weight,9.82,82,Pull-ups
47,Male,54.6,172.0,18.5,Gain Weight,8.45,49,Deadlifts
57,Male,52.7,182.5,15.8,Gain Weight,13.71,89,Pull-ups
15,Male,48.1,164.6,17.7,Gain Weight,9.55,59,Dumbbell Rows
33,Male,64.2,187.3,18.3,Gain Weight,20.65,138,Chest Flyes
25,Male,51.1,186.9,14.6,Gain Weight,12.72,82,Deadlifts
47,Other,51.4,168.1,18.2,Gain Weight,25.7,239,Bench Press
46,Male,63.9,188.1,18.1,Gain Weight,29.04,201,Bicep Curls
50,Male,46.4,188.1,13.1,Gain Weight,25.76,181,Hammer Curls
43,Male,49.2,177.8,15.6,Gain Weight,3.19,11,Bench Press
17,Male,47.8,164.9,17.6,Gain Weight,25.41,178,Push-ups
35,Female,45.9,163.0,17.3,Gain Weight,6.91,53,Bicep Curls
20,Other,46.5,168.7,16.3,Gain Weight,11.03,94,Dips
28,Female,49.7,164.2,18.4,Gain Weight,17.04,153,Overhead Press
40,Male,58.2,179.8,18.0,Gain Weight,4.57,19,Pull-ups
49,Male,56.3,174.8,18.4,Gain Weight,7.84,44,Bench Press
48,Male,59.8,187.2,17.1,Gain Weight,5.96,29,Bicep Curls
57,Female,46.6,165.4,17.1,Gain Weight,14.13,125,Squats
32,Male,50.3,177.0,16.1,Gain Weight,26.16,183,Push-ups
52,Male,56.4,185.2,16.4,Gain Weight,8.51,49,Bent-Over Rows
22,Other,52.3,171.5,17.8,Gain Weight,10.83,90,Push-ups
22,Male,58.5,184.2,17.3,Gain Weight,14.45,93,Squats
23,Male,51.6,168.0,18.3,Gain Weight,13.01,84,Lateral Raises
53,Other,46.7,159.3,18.4,Gain Weight,6.23,46,Squats
51,Male,47.3,166.9,17.0,Gain Weight,20.32,140,Dumbbell Rows
43,Female,47.9,166.7,17.3,Gain Weight,21.18,195,Pull-ups
24,Male,46.3,177.7,14.7,Gain Weight,20.95,145,Chest Flyes
26,Female,45.7,174.7,15.0,Gain Weight,13.7,121,Bench Press
21,Male,56.4,185.6,16.4,Gain Weight,19.84,134,Tricep Extensions
26,Other,48.5,171.6,16.5,Gain Weight,3.1,14,Shrugs
17,Male,48.8,162.3,18.5,Gain Weight,6.51,36,Bench Press
26,Male,56.6,179.5,17.6,Gain Weight,12.92,82,Shrugs
60,Male,61.3,187.2,17.5,Gain Weight,33.48,235,Pull-ups
49,Male,48.7,171.1,16.6,Gain Weight,15.71,105,Bicep Curls
48,Male,65.4,188.9,18.3,Gain Weight,21.22,142,Deadlifts
53,Male,62.3,189.9,17.3,Gain Weight,9.78,57,Push-ups
41,Male,60.2,184.8,17.6,Gain Weight,10.51,63,Push-ups
43,Male,53.2,180.9,16.3,Gain Weight,29.2,205,Squats
39,Male,47.8,179.9,14.8,Gain Weight,3.27,12,Chest Flyes
24,Other,49.1,169.5,17.1,Gain Weight,13.52,118,Bench Press
43,Other,49.8,165.0,18.3,Gain Weight,14.54,128,Bench Press
46,Other,45.3,170.6,15.6,Gain Weight,24.59,230,Push-ups
58,Male,47.7,179.3,14.8,Gain Weight,15.27,102,Pull-ups
52,Male,56.3,186.4,16.2,Gain Weight,12.11,76,Overhead Press
43,Male,49.2,172.3,16.6,Gain Weight,16.92,114,Chest Flyes
24,Male,57.2,181.1,17.5,Gain Weight,27.07,188,Hammer Curls
35,Other,46.2,170.0,16.0,Gain Weight,22.12,205,Bench Press
24,Male,49.9,181.6,15.1,Gain Weight,14.81,98,Hammer Curls
58,Female,49.7,164.9,18.3,Gain Weight,19.24,175,Bicep Curls
36,Female,49.7,167.3,17.8,Gain Weight,24.54,228,Deadlifts
52,Other,51.2,175.0,16.7,Gain Weight,21.59,198,Pull-ups
33,Male,62.1,188.7,17.4,Gain Weight,33.24,233,Dips
59,Male,60.9,185.7,17.7,Gain Weight,15.07,97,Overhead Press
58,Female,52.3,173.6,17.4,Gain Weight,8.53,67,Squats
32,Female,49.2,170.2,17.0,Gain Weight,21.52,198,Deadlifts
22,Male,53.3,179.5,16.6,Gain Weight,14.93,98,Bicep Curls
55,Other,45.9,167.1,16.4,Gain Weight,14.0,124,Hammer Curls
25,Other,51.3,171.2,17.5,Gain Weight,6.2,44,Bicep Curls
51,Male,62.0,188.5,17.4,Gain Weight,9.24,53,Dumbbell Rows
52,Male,60.9,182.9,18.2,Gain Weight,32.93,231,Bent-Over Rows
38,Male,56.3,181.4,17.1,Gain Weight,7.17,39,Tricep Extensions
56,Female,46.9,160.0,18.3,Gain Weight,17.74,161,Squats
48,Female,54.0,171.0,18.5,Gain Weight,10.49,86,Lateral Raises
31,Male,49.9,173.3,16.6,Gain Weight,18.15,123,Chest Flyes
60,Female,49.3,171.8,16.7,Gain Weight,5.23,35,Bent-Over Rows
54,Male,58.7,187.9,16.6,Gain Weight,28.59,199,Bent-Over Rows
36,Female,47.2,168.5,16.6,Gain Weight,16.75,151,Bench Press
42,Female,48.7,162.7,18.4,Gain Weight,18.4,167,Bench Press
21,Male,57.1,178.8,17.9,Gain Weight,4.4,18,Push-ups
31,Male,51.8,180.2,15.9,Gain Weight,21.68,149,Tricep Extensions
50,Male,47.1,178.0,14.8,Gain Weight,16.05,108,Tricep Extensions
56,Male,60.7,189.9,16.8,Gain Weight,24.79,170,Squats
49,Male,61.1,182.2,18.4,Gain Weight,22.41,152,Bench Press
17,Female,47.1,163.2,17.7,Gain Weight,13.65,120,Bench Press
53,Other,48.1,167.1,17.2,Gain Weight,18.68,170,Bent-Over Rows
26,Other,49.7,170.4,17.1,Gain Weight,17.54,158,Bench Press
40,Male,62.1,189.1,17.4,Gain Weight,9.11,52,Lateral Raises
37,Male,47.8,170.8,16.4,Gain Weight,13.27,87,Bicep Curls
54,Female,50.4,173.1,16.8,Gain Weight,17.77,160,Dips
38,Male,48.8,184.6,14.3,Gain Weight,26.11,183,Chest Flyes
50,Male,56.9,181.3,17.3,Gain Weight,10.13,61,Deadlifts
42,Female,47.8,173.5,15.9,Gain Weight,11.77,101,Shrugs
53,Female,53.2,172.8,17.8,Gain Weight,14.86,130,Bent-Over Rows
29,Male,54.4,188.5,15.3,Gain Weight,7.9,45,Dumbbell Rows
32,Male,64.4,187.6,18.3,Gain Weight,8.65,48,Hammer Curls
60,Male,49.2,173.2,16.4,Gain Weight,21.72,150,Shrugs
57,Other,47.0,163.7,17.5,Gain Weight,13.64,120,Chest Flyes
43,Female,47.5,173.1,15.8,Gain Weight,22.56,209,Squats
53,Male,62.8,187.0,18.0,Gain Weight,29.27,203,Overhead Press
26,Female,46.3,167.4,16.5,Gain Weight,17.42,158,Deadlifts
46,Male,63.4,189.7,17.6,Gain Weight,33.42,234,Chest Flyes
23,Male,62.0,187.4,17.7,Gain Weight,26.44,182,Dumbbell Rows
57,Other,49.1,174.1,16.2,Gain Weight,24.72,230,Deadlifts
47,Male,49.7,184.9,14.5,Gain Weight,12.94,84,Dips
44,Male,45.1,189.4,12.6,Gain Weight,31.18,222,Lateral Raises
43,Male,49.4,177.0,15.8,Gain Weight,24.0,167,Dips
38,Male,49.3,179.1,15.4,Gain Weight,31.59,224,Tricep Extensions
37,Other,52.8,173.7,17.5,Gain Weight,20.85,190,Push-ups
31,Male,59.6,185.1,17.4,Gain Weight,7.02,37,Pull-ups
53,Male,48.1,189.8,13.3,Gain Weight,9.42,58,Deadlifts
60,Male,59.1,187.3,16.8,Gain Weight,18.34,122,Bench Press
57,Male,66.4,189.5,18.5,Gain Weight,24.86,169,Squats
20,Other,46.5,159.9,18.2,Gain Weight,21.03,194,Dumbbell Rows
27,Male,62.3,187.2,17.8,Gain Weight,16.71,109,Lateral Raises
56,Other,46.0,158.1,18.4,Gain Weight,12.51,109,Squats
17,Male,45.2,160.3,17.6,Gain Weight,30.38,216,Squats
22,Other,47.7,163.0,18.0,Gain Weight,16.47,148,Chest Flyes
22,Other,45.7,169.3,15.9,Gain Weight,18.7,171,Shrugs
30,Male,61.9,188.6,17.4,Gain Weight,2.83,5,Overhead Press
56,Female,48.1,165.9,17.5,Gain Weight,8.68,70,Bent-Over Rows
36,Other,48.7,163.2,18.3,Gain Weight,17.2,155,Dips
54,Male,56.5,188.1,16.0,Gain Weight,20.64,140,Chest Flyes
18,Male,59.9,185.8,17.3,Gain Weight,31.7,222,Dips
56,Male,51.0,186.0,14.7,Gain Weight,28.59,201,Hammer Curls
42,Male,59.0,180.4,18.1,Gain Weight,20.07,135,Lateral Raises
20,Male,58.8,180.2,18.1,Gain Weight,23.52,161,Bicep Curls
28,Male,57.0,182.4,17.1,Gain Weight,30.13,211,Chest Flyes
58,Male,61.2,182.4,18.4,Gain Weight,12.14,75,Lateral Raises
43,Male,45.2,164.3,16.8,Gain Weight,25.05,176,Push-ups
52,Other,46.4,170.7,15.9,Gain Weight,6.62,50,Push-ups
20,Female,46.0,167.5,16.4,Gain Weight,23.51,219,Bicep Curls
47,Other,51.1,166.9,18.4,Gain Weight,9.49,77,Squats
49,Other,49.8,165.1,18.3,Gain Weight,12.14,104,Pull-ups
28,Male,49.0,182.3,14.8,Gain Weight,7.32,42,Bench Press
46,Other,45.3,166.2,16.4,Gain Weight,8.58,70,Overhead Press
18,Other,47.0,164.2,17.4,Gain Weight,18.84,172,Bent-Over Rows
31,Other,45.7,163.5,17.1,Gain Weight,2.6,10,Pull-ups
23,Male,45.3,171.7,15.4,Gain Weight,16.52,112,Deadlifts
50,Other,49.1,173.3,16.3,Gain Weight,17.72,160,Bench Press
21,Male,56.7,182.0,17.1,Gain Weight,19.18,129,Tricep Extensions
58,Male,58.3,186.5,16.8,Gain Weight,5.24,24,Dips
47,Male,60.5,188.5,17.0,Gain Weight,11.85,73,Push-ups
48,Male,61.9,183.8,18.3,Gain Weight,13.1,82,Dumbbell Rows
50,Male,45.9,188.4,12.9,Gain Weight,30.0,213,Lateral Raises
38,Other,49.0,173.1,16.3,Gain Weight,16.02,143,Deadlifts
54,Female,46.7,168.1,16.5,Gain Weight,17.93,163,Bent-Over Rows
44,Male,45.9,169.4,16.0,Gain Weight,26.14,184,Bent-Over Rows
37,Male,60.8,182.2,18.3,Gain Weight,17.86,118,Shrugs
38,Male,53.0,177.0,16.9,Gain Weight,20.79,142,Pull-ups
48,Male,63.2,186.6,18.2,Gain Weight,18.88,125,Tricep Extensions
59,Other,52.1,171.0,17.8,Gain Weight,11.02,92,Hammer Curls
41,Female,48.9,167.0,17.5,Gain Weight,20.81,191,Bicep Curls
35,Male,60.7,188.9,17.0,Gain Weight,18.92,126,Overhead Press
53,Male,57.7,189.1,16.1,Gain Weight,6.82,36,Chest Flyes
44,Male,61.1,185.3,17.8,Gain Weight,5.34,24,Tricep Extensions
22,Male,57.0,188.1,16.1,Gain Weight,18.53,124,Tricep Extensions
44,Male,45.8,174.4,15.0,Gain Weight,13.87,92,Dumbbell Rows
18,Male,58.6,183.8,17.4,Gain Weight,12.05,75,Lateral Raises
23,Female,46.7,172.7,15.6,Gain Weight,3.43,18,Bicep Curls
46,Male,57.7,187.2,16.5,Gain Weight,11.35,70,Tricep Extensions
47,Male,60.8,187.3,17.3,Gain Weight,24.39,167,Deadlifts
35,Male,46.6,166.9,16.7,Gain Weight,9.5,59,Bench Press
29,Male,54.9,176.0,17.7,Gain Weight,5.39,26,Squats
18,Male,62.5,189.2,17.4,Gain Weight,25.39,174,Squats
39,Female,46.5,173.4,15.5,Gain Weight,24.83,232,Overhead Press
48,Male,46.4,186.3,13.4,Gain Weight,1.63,0,Bent-Over Rows
46,Male,57.5,176.9,18.4,Gain Weight,20.01,135,Hammer Curls
46,Male,54.7,187.8,15.5,Gain Weight,22.71,156,Squats
47,Male,63.3,186.5,18.2,Gain Weight,20.35,136,Dumbbell Rows
44,Female,45.4,171.0,15.5,Gain Weight,17.49,159,Hammer Curls
31,Male,58.0,181.3,17.7,Gain Weight,25.63,177,Lateral Raises
43,Male,57.6,181.3,17.5,Gain Weight,33.61,237,Push-ups
38,Female,51.0,173.0,17.0,Gain Weight,17.28,155,Tricep Extensions
48,Male,57.6,176.8,18.4,Gain Weight,16.95,112,Hammer Curls
57,Female,47.1,162.7,17.8,Gain Weight,15.25,136,Squats
33,Female,47.1,167.7,16.7,Gain Weight,10.85,92,Bicep Curls
22,Other,49.7,171.1,17.0,Gain Weight,21.74,200,Push-ups
33,Female,51.6,171.4,17.6,Gain Weight,6.11,43,Bench Press
30,Male,56.7,181.2,17.3,Gain Weight,13.45,86,Dips
42,Male,63.1,184.9,18.4,Gain Weight,23.81,162,Pull-ups
49,Male,53.9,179.5,16.7,Gain Weight,6.82,37,Pull-ups
28,Male,50.6,166.2,18.3,Gain Weight,20.3,139,Overhead Press
51,Female,46.7,170.5,16.1,Gain Weight,8.43,68,Shrugs
58,Female,54.3,172.7,18.2,Gain Weight,14.8,129,Bench Press
47,Male,47.9,181.3,14.6,Gain Weight,11.14,71,Overhead Press
41,Female,46.8,169.6,16.3,Gain Weight,22.34,207,Push-ups
29,Male,60.1,187.9,17.0,Gain Weight,15.97,104,Bent-Over Rows
